date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:34:04	58447/58447	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Mar%202023%2000:32:47%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/horoscopo/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/horoscopo/index.html	(from )
02:34:04	48280/48280	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Mar%202023%2000:32:47%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170804024236/http_/estrellasdebetta.com/bio/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170804024236/http_/estrellasdebetta.com/bio/index.html	(from )
02:34:04	60218/60218	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Mar%202023%2000:32:47%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170703183911/http_/estrellasdebetta.com/blog/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170703183911/http_/estrellasdebetta.com/blog/index.html	(from )
02:34:04	37752/37752	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Mar%202023%2000:32:47%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/index.html	(from )
02:34:08	56118/56118	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Mar%202023%2000:32:50%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170803235147/http_/estrellasdebetta.com/servicios/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170803235147/http_/estrellasdebetta.com/servicios/index.html	(from )
02:34:09	34020/34020	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Mar%202023%2000:32:50%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170803235052/http_/estrellasdebetta.com/contacto/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170803235052/http_/estrellasdebetta.com/contacto/index.html	(from )
02:34:09	42469/42469	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Mar%202023%2000:32:50%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170803235141/http_/estrellasdebetta.com/preguntas-mas-frecuentes/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170803235141/http_/estrellasdebetta.com/preguntas-mas-frecuentes/index.html	(from )
02:34:11	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:32:55%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/my-account/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/my-account/index.html	(from )
02:34:12	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:32:55%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/piscis-21/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/piscis-21/index.html	(from )
02:34:15	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:32:58%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/capricornio-22/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/capricornio-22/index.html	(from )
02:34:15	72543/72543	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Mar%202023%2000:32:53%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170803235045/http_/estrellasdebetta.com/cart/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170803235045/http_/estrellasdebetta.com/cart/index.html	(from )
02:34:15	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:32:57%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/acuario-22/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/acuario-22/index.html	(from )
02:34:17	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:01%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/sagitario-22/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/sagitario-22/index.html	(from )
02:34:20	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:03%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/escorpio-22/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/escorpio-22/index.html	(from )
02:34:23	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:06%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/libra-22/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/libra-22/index.html	(from )
02:34:25	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:09%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/virgo-22/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/virgo-22/index.html	(from )
02:34:28	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:11%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/leo-22/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/leo-22/index.html	(from )
02:34:30	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:14%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/cancer-22/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/cancer-22/index.html	(from )
02:34:33	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:16%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/geminis-21/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/geminis-21/index.html	(from )
02:34:36	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:19%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/tauro-22/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/tauro-22/index.html	(from )
02:34:36	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:22%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/aries-22/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170804024247/http_/estrellasdebetta.com/2016/01/24/aries-22/index.html	(from )
02:34:36	153/153	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Mar%202023%2000:33:22%20GMT	https://web.archive.org/robots.txt		(from )
02:34:37	30589/30589	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2003%20Mar%202023%2023:07:17%20GMT	https://web.archive.org/_static/js/bundle-playback.js?v=ViQoywbk	D:/My%20Web%20Sites/edb2/web.archive.org/_static/js/bundle-playback0cbf.js	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:37	9867/9867	---MCZ	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2023:07:44%20GMT	https://web.archive.org/_static/css/banner-styles.css?v=S1zqJCYt	D:/My%20Web%20Sites/edb2/web.archive.org/_static/css/banner-styles52e6.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:38	5825/5825	---MCZ	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2023:06:18%20GMT	https://web.archive.org/_static/css/iconochive.css?v=qtvMKcIJ	D:/My%20Web%20Sites/edb2/web.archive.org/_static/css/iconochive8307.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:38	126763/126763	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2003%20Mar%202023%2023:07:50%20GMT	https://web.archive.org/_static/js/wombat.js?v=txqj7nKC	D:/My%20Web%20Sites/edb2/web.archive.org/_static/js/wombat9b8c.js	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:39	136029/136029	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Thu,%2030%20Mar%202023%2000:33:24%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/GET	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/GET	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:40	136136/136136	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Thu,%2030%20Mar%202023%2000:33:25%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/wp-content/themes/dt-the7/set-cookie.php?devicePixelRatio=	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/wp-content/themes/dt-the7/set-cookiee0f5.php	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:41	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:27%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/www.google-analytics.com/analytics.js	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252/http_/www.google-analytics.com/analytics.js	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:43	35728/35728	---M--	200	added ('OK')	text/javascript	date:Thu,%2030%20Mar%202023%2000:33:28%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025315/https://www.google-analytics.com/analytics.js	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025315/https_/www.google-analytics.com/analytics.js	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:44	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:29%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/feed/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/feed/index.html	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:44	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:29%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/comments/feed/	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/comments/feed/index.html	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:44	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:29%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/js/plugins/validator/validationEngine.jquery.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/js/plugins/validator/validationEngine.jquerya288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:45	2807/2807	---MCZ	200	added ('OK')	text/css	date:Thu,%2030%20Mar%202023%2000:33:30%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20171002180443cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/js/plugins/validator/validationEngine.jquery.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20171002180443cs_/http_/estrellasdebetta.com/wp-content/themes/dt-the7/js/plugins/validator/validationEngine.jquerya288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:45	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:31%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/plugins/pricing-table/css/site/tipTip.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/plugins/pricing-table/css/site/tipTipa288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:46	5070/5070	---MCZ	200	added ('OK')	text/css	date:Thu,%2030%20Mar%202023%2000:33:31%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20171002180341cs_/http_/estrellasdebetta.com/wp-content/plugins/pricing-table/css/site/tipTip.css?ver=4.8.1	D:/My%20Web%20Sites/edb2/web.archive.org/web/20171002180341cs_/http_/estrellasdebetta.com/wp-content/plugins/pricing-table/css/site/tipTipa288.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:46	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:31%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/plugins/recent-tweets-widget/tp_twitter_plugin.css?ver=1.0	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/plugins/recent-tweets-widget/tp_twitter_plugin5152.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:47	1153/1153	---MCZ	200	added ('OK')	text/css	date:Thu,%2030%20Mar%202023%2000:33:32%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20171002182156cs_/http_/estrellasdebetta.com/wp-content/plugins/recent-tweets-widget/tp_twitter_plugin.css?ver=1.0	D:/My%20Web%20Sites/edb2/web.archive.org/web/20171002182156cs_/http_/estrellasdebetta.com/wp-content/plugins/recent-tweets-widget/tp_twitter_plugin5152.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:47	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2030%20Mar%202023%2000:33:33%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.2.6	D:/My%20Web%20Sites/edb2/web.archive.org/web/20170914025252cs_/http_/estrellasdebetta.com/wp-content/plugins/revslider/public/assets/css/settings5223.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
02:34:48	37502/37502	---MCZ	200	added ('OK')	text/css	date:Thu,%2030%20Mar%202023%2000:33:33%20GMT	https://estrellasdebetta.github.io/web.archive.org/web/20171002180031cs_/http_/estrellasdebetta.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.2.6	D:/My%20Web%20Sites/edb2/web.archive.org/web/20171002180031cs_/http_/estrellasdebetta.com/wp-content/plugins/revslider/public/assets/css/settings5223.css	(from https://estrellasdebetta.github.io/web.archive.org/web/20170914025252/http_/estrellasdebetta.com/)
